module_code,module,submodule_code,submodule,function_no,function,pr_id,module_blueprint,submodule_blueprint
LANDED,Landed cost,SM-LANDED-02,Pools provisórios e documentos,8,Versionar o pool sem apagar o cálculo anterior.,PR-LANDED-02,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-02_POOLS_PROVIS_RIOS_E_DOCUMENTOS.md
LANDED,Landed cost,SM-LANDED-03,Rateio e simulador,1,"Ratear por FOB, quantidade, peso, volume, percentual ou regra configurável.",PR-LANDED-03,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-03_RATEIO_E_SIMULADOR.md
LANDED,Landed cost,SM-LANDED-03,Rateio e simulador,2,Permitir regra diferente por componente de custo.,PR-LANDED-03,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-03_RATEIO_E_SIMULADOR.md
LANDED,Landed cost,SM-LANDED-03,Rateio e simulador,3,Simular o impacto antes de aplicar ao estoque.,PR-LANDED-03,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-03_RATEIO_E_SIMULADOR.md
LANDED,Landed cost,SM-LANDED-03,Rateio e simulador,4,"Exibir valor total, base, fator, arredondamento e valor por SKU/linha.",PR-LANDED-03,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-03_RATEIO_E_SIMULADOR.md
LANDED,Landed cost,SM-LANDED-03,Rateio e simulador,5,Garantir fechamento exato entre pool e soma das alocações.,PR-LANDED-03,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-03_RATEIO_E_SIMULADOR.md
LANDED,Landed cost,SM-LANDED-03,Rateio e simulador,6,"Tratar linhas sem base, base zero, diferenças de arredondamento e exclusões.",PR-LANDED-03,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-03_RATEIO_E_SIMULADOR.md
LANDED,Landed cost,SM-LANDED-03,Rateio e simulador,7,Comparar cenários de rateio lado a lado.,PR-LANDED-03,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-03_RATEIO_E_SIMULADOR.md
LANDED,Landed cost,SM-LANDED-03,Rateio e simulador,8,Exportar memória de cálculo e manter rastreabilidade até o documento de origem.,PR-LANDED-03,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-03_RATEIO_E_SIMULADOR.md
LANDED,Landed cost,SM-LANDED-04,Aplicação a estoque e margem,1,Aplicar custo aprovado às camadas de estoque correspondentes.,PR-LANDED-04,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-04_APLICA_O_A_ESTOQUE_E_MARGEM.md
LANDED,Landed cost,SM-LANDED-04,Aplicação a estoque e margem,2,"Manter separadas as quatro bases: contábil, gerencial, cash-out e provisória.",PR-LANDED-04,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-04_APLICA_O_A_ESTOQUE_E_MARGEM.md
LANDED,Landed cost,SM-LANDED-04,Aplicação a estoque e margem,3,"Atualizar custo unitário por SKU, despacho, contêiner e camada FIFO.",PR-LANDED-04,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-04_APLICA_O_A_ESTOQUE_E_MARGEM.md
LANDED,Landed cost,SM-LANDED-04,Aplicação a estoque e margem,4,Calcular margem sobre preço líquido e margem sobre custo.,PR-LANDED-04,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-04_APLICA_O_A_ESTOQUE_E_MARGEM.md
LANDED,Landed cost,SM-LANDED-04,Aplicação a estoque e margem,5,Recalcular disponibilidade e rentabilidade sem alterar quantidades físicas.,PR-LANDED-04,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-04_APLICA_O_A_ESTOQUE_E_MARGEM.md
LANDED,Landed cost,SM-LANDED-04,Aplicação a estoque e margem,6,Gerar eventos contábeis e gerenciais da aplicação.,PR-LANDED-04,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-04_APLICA_O_A_ESTOQUE_E_MARGEM.md
LANDED,Landed cost,SM-LANDED-04,Aplicação a estoque e margem,7,Exibir impacto no estoque remanescente e nas vendas ainda não reconhecidas.,PR-LANDED-04,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-04_APLICA_O_A_ESTOQUE_E_MARGEM.md
LANDED,Landed cost,SM-LANDED-04,Aplicação a estoque e margem,8,Bloquear aplicação duplicada da mesma versão do pool.,PR-LANDED-04,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-04_APLICA_O_A_ESTOQUE_E_MARGEM.md
LANDED,Landed cost,SM-LANDED-05,Custos tardios e reconciliação,1,Registrar faturas e gastos recebidos depois da aplicação inicial.,PR-LANDED-05,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-05_CUSTOS_TARDIOS_E_RECONCILIA_O.md
LANDED,Landed cost,SM-LANDED-05,Custos tardios e reconciliação,2,"Reabrir cálculo por nova versão, sem apagar a versão anterior.",PR-LANDED-05,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-05_CUSTOS_TARDIOS_E_RECONCILIA_O.md
LANDED,Landed cost,SM-LANDED-05,Custos tardios e reconciliação,3,Alocar a parcela correspondente ao estoque remanescente.,PR-LANDED-05,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-05_CUSTOS_TARDIOS_E_RECONCILIA_O.md
LANDED,Landed cost,SM-LANDED-05,Custos tardios e reconciliação,4,Levar a parcela referente a mercadoria já vendida para ajuste do período conforme regra aprovada.,PR-LANDED-05,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-05_CUSTOS_TARDIOS_E_RECONCILIA_O.md
LANDED,Landed cost,SM-LANDED-05,Custos tardios e reconciliação,5,"Reconciliar documentos, pool, rateio, estoque e contabilização.",PR-LANDED-05,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-05_CUSTOS_TARDIOS_E_RECONCILIA_O.md
LANDED,Landed cost,SM-LANDED-05,Custos tardios e reconciliação,6,Exibir provisório versus definitivo e variações por componente e SKU.,PR-LANDED-05,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-05_CUSTOS_TARDIOS_E_RECONCILIA_O.md
LANDED,Landed cost,SM-LANDED-05,Custos tardios e reconciliação,7,Gerar exceções para diferenças não explicadas.,PR-LANDED-05,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-05_CUSTOS_TARDIOS_E_RECONCILIA_O.md
LANDED,Landed cost,SM-LANDED-05,Custos tardios e reconciliação,8,Emitir relatório de fechamento e memória de cálculo auditável.,PR-LANDED-05,docs/blueprint-master/modules/02_LANDED_LANDED_COST.md,docs/blueprint-master/submodules/LANDED/SM-LANDED-05_CUSTOS_TARDIOS_E_RECONCILIA_O.md
FISCAL,Fiscal,SM-FISCAL-01,Motor tributário e vigências,1,Manter regras tributárias versionadas por data de vigência.,PR-FISCAL-01,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-01_MOTOR_TRIBUT_RIO_E_VIG_NCIAS.md
FISCAL,Fiscal,SM-FISCAL-01,Motor tributário e vigências,2,"Determinar IVA, IIBB, percepções, retenções e demais tributos por operação.",PR-FISCAL-01,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-01_MOTOR_TRIBUT_RIO_E_VIG_NCIAS.md
FISCAL,Fiscal,SM-FISCAL-01,Motor tributário e vigências,3,"Considerar jurisdição, província, condição fiscal do cliente, tipo de documento e item.",PR-FISCAL-01,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-01_MOTOR_TRIBUT_RIO_E_VIG_NCIAS.md
FISCAL,Fiscal,SM-FISCAL-01,Motor tributário e vigências,4,Validar CUIT e condição de IVA.,PR-FISCAL-01,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-01_MOTOR_TRIBUT_RIO_E_VIG_NCIAS.md
FISCAL,Fiscal,SM-FISCAL-01,Motor tributário e vigências,5,Importar e aplicar padrón COMARB/AGIP ou fonte configurada.,PR-FISCAL-01,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-01_MOTOR_TRIBUT_RIO_E_VIG_NCIAS.md
